n_ID	n_LEVEL_LEARN	s_ICON	n_PASSIVE	n_ISCLASS	n_SKILL_FRAME	n_ACHIEVEMENT	s_CONDITIONAL_SKILL	n_LEVELS	f_SP_LEVE1	f_SP_LEVEL2PLUS	s_CONDITIONAL_AMITY	n_PASSIVE_EFFECT	n_CD	n_TARGET	n_EQUIPTYPE	n_EQUIPTYPE_LHAND	n_STAMINA_COST	s_CAST_CONDITION	s_CAST_BEHAVIOR
3769	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3769)
3770	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3770)
3771	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3771)
3772	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3772)
3773	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3773)
3774	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3774)
3775	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3775)
3776	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3776)
3777	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3777)
3778	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3778)
3779	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3779)
3780	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3780)
3781	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3781)
3782	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3782)
3783	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3783)
3784	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3784)
3785	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3785)
3786	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3786)
3787	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3787)
3788	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3788)
3789	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3789)
3790	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3790)
3791	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3791)
3792	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3792)
3793	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3793)
3794	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3794)
3795	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3795)
3796	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3796)
3797	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3797)
3798	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3798)
3799	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3799)
3800	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3800)
3801	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3801)
3802	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3802)
3803	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3803)
3880	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3880)
3881	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3881)
3882	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3882)
3883	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3883)
3884	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3884)
3885	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3885)
3900	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3900)
3901	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3901)
3902	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3902)
3903	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3903)
3904	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3904)
3905	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3905)
3906	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3906)
3907	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3907)
3908	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3908)
3920	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3920)
3921	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3921)
3922	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3922)
3923	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3923)
3924	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3924)
3925	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3925)
3926	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3926)
3927	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3927)
3928	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3928)
3929	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3929)
5101	1		1	0	0	0		1	0.0	0.0		0	5101	4	0	0	0	GO(0)	CHASE(5101)
5102	1		1	0	0	0		1	0.0	0.0		0	5102	0	0	0	0	GO(0)	CHASE(5102)
5103	1	ICON_Collect_Treasure_008_000	1	0	0	0		1	0.0	0.0		0	5100	4	0	0	0	GO(0)	CHASE(5101)
5104	1		1	0	0	0		1	0.0	0.0		0	5104	0	0	0	0	GO(0)	CHASE(5104)
5105	1		1	0	0	0		1	0.0	0.0		0	5105	0	0	0	0	GO(0)	CHASE(5105)
5106	1		1	0	0	0		1	0.0	0.0		0	5106	0	0	0	0	GO(0)	CHASE(5106)
5108	1		1	0	0	0		1	0.0	0.0		0	5108	0	0	0	0	GO(0)	CHASE(5108)
5122	1		1	0	0	0		1	0.0	0.0		0	116	0	0	0	0	GO(0)	CHASE(5122)
5123	1		1	0	0	0		1	0.0	0.0		0	117	0	0	0	0	GO(0)	CHASE(5123)
5124	1		1	0	0	0		1	0.0	0.0		0	118	0	0	0	0	GO(0)	CHASE(5124)
5125	1		1	0	0	0		1	0.0	0.0		0	119	0	0	0	0	GO(0)	CHASE(5125)
5126	1		2	0	0	0		1	0.0	0.0		0	5109	0	0	0	0	GO(0)	CHASE(5126)
5127	1		2	0	0	0		1	0.0	0.0		0	5110	0	0	0	0	GO(0)	CHASE(5127)
5128	1	IS1200	4	0	0	0		1	0.0	0.0		0	5111	4	0	0	0	GO(0)	CHASE(5128)
5129	1		2	0	0	0		1	0.0	0.0		0	5112	0	0	0	0	GO(0)	CHASE(5129)
5130	1	IB004	2	0	0	0		1	1.0	1.0		0	5113	2	0	0	0	RANGE(5130)	CHASE(5130)
5131	1		2	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(5131)
5132	1		2	0	0	0		1	0.0	1.0		0	5114	2	0	0	0	GENDER_I(2)\nGENDER_I(1)	CHASE(5132)\nCHASE(5133)
5133	1		2	0	0	0		1	0.0	1.0		0	144	2	0	0	0	GO(0)	CHASE(51330)
5134	1		2	0	0	0		1	0.0	1.0		0	144	0	0	0	0	GO(0)	CHASE(51340)
5137	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5137)
5138	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5138)
5139	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5139)
5140	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5140)
5141	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5141)
5142	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5142)
5143	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5143)
5144	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5144)
5145	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5145)
5146	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5146)
5147	1		2	0	0	0		1	0.0	0.0		0	5137	0	0	0	0	GO(0)	CHASE(5147)
5155	1		1	0	0	0		1	0.0	0.0		0	5101	4	0	0	0	GO(0)	CHASE(5155)
5156	1		1	0	0	0		1	0.0	0.0		0	5101	4	0	0	0	GO(0)	CHASE(5156)
5157	1		1	0	0	0		1	0.0	0.0		0	5101	4	0	0	0	GO(0)	CHASE(5157)
5158	1		1	0	0	0		1	0.0	0.0		0	5101	4	0	0	0	GO(0)	CHASE(5158)
5159	1		1	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(5159)
5160	1		2	0	0	0		1	0.0	1.0		0	144	4	0	0	0	RANGE(5160)	CHASE(5160)
5161	1		2	0	0	0		1	0.0	1.0		0	144	4	0	0	0	RANGE(5161)	CHASE(5161)
5162	1		1	0	0	0		1	0.0	0.0		0	5102	0	0	0	0	GO(0)	CHASE(5162)
5163	1		1	0	0	0		1	0.0	0.0		0	5102	0	0	0	0	GO(0)	CHASE(5163)
6601	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6601)
6602	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6602)
6603	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6603)
6604	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6604)
6605	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6605)
6606	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6606)
6607	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6607)
6608	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6608)
6609	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6609)
6610	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6610)
6611	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6611)
6612	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6612)
6613	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6613)
6614	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6614)
6615	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6615)
6616	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6616)
6617	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6617)
6618	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6618)
6619	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6619)
6620	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6620)
6621	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6621)
6622	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6622)
6623	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6623)
6624	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6624)
6625	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6625)
6626	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6626)
6627	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6627)
6628	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6628)
6629	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6629)
6630	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6630)
6631	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6631)
6632	1		1	0	0	0		1	0.0	0.0		0	104	0	0	0	0	GO(0)	CHASE(6632)
6633	1		1	0	0	0		1	0.0	0.0		0	138	0	0	0	0	GO(0)	CHASE(6633)
6634	1		1	0	0	0		1	0.0	0.0		0	138	0	0	0	0	GO(0)	CHASE(6634)
6635	1		1	0	0	0		1	0.0	0.0		0	138	0	0	0	0	GO(0)	CHASE(6635)
6636	1		1	0	0	0		1	0.0	0.0		0	138	0	0	0	0	GO(0)	CHASE(6636)
6637	1		1	0	0	0		1	0.0	0.0		0	138	0	0	0	0	GO(0)	CHASE(6637)
6638	1		1	0	0	0		1	0.0	0.0		0	139	0	0	0	0	GO(0)	CHASE(6638)
6639	1		1	0	0	0		1	0.0	0.0		0	139	0	0	0	0	GO(0)	CHASE(6639)
6640	1		1	0	0	0		1	0.0	0.0		0	139	0	0	0	0	GO(0)	CHASE(6640)
6641	1		1	0	0	0		1	0.0	0.0		0	140	0	0	0	0	GO(0)	CHASE(6641)
6642	1		1	0	0	0		1	0.0	0.0		0	140	0	0	0	0	GO(0)	CHASE(6642)
6643	1		1	0	0	0		1	0.0	0.0		0	140	0	0	0	0	GO(0)	CHASE(6643)
6644	1		1	0	0	0		1	0.0	0.0		0	141	0	0	0	0	GO(0)	CHASE(6644)
6645	1		1	0	0	0		1	0.0	0.0		0	141	0	0	0	0	GO(0)	CHASE(6645)
6646	1		1	0	0	0		1	0.0	0.0		0	141	0	0	0	0	GO(0)	CHASE(6646)
6647	1		1	0	0	0		1	0.0	0.0		0	142	0	0	0	0	GO(0)	CHASE(6647)
6648	1		1	0	0	0		1	0.0	0.0		0	142	0	0	0	0	GO(0)	CHASE(6648)
6649	1		1	0	0	0		1	0.0	0.0		0	142	0	0	0	0	GO(0)	CHASE(6649)
6650	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6650)
6651	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6651)
6652	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6652)
6653	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6653)
6654	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6654)
6655	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6655)
6656	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6656)
6657	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6657)
6658	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6658)
6659	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6659)
6660	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6660)
6661	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6661)
6662	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6662)
6663	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6663)
6664	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6664)
6665	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6665)
6666	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6666)
6667	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6667)
6668	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6668)
6669	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6669)
6670	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6670)
6671	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6671)
6672	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6672)
6673	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6673)
6674	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6674)
6675	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6675)
6676	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6676)
6677	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6677)
6678	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6678)
6679	1		1	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(6679)
7000	1	IS1040	4	0	0	0		1	0.0	0.0		0	7000	0	0	0	0	GO(0)	CHASE(7000)
7001	1	IS1010	4	0	0	0		1	0.0	0.0		0	7001	0	0	0	0	GO(0)	CHASE(7001)
7002	1	IS1040	4	0	0	0		1	0.0	0.0		0	7000	0	0	0	0	GO(0)	CHASE(7002)
7003	1	IS1040	4	0	0	0		1	0.0	0.0		0	7000	0	0	0	0	GO(0)	CHASE(7003)
7004	1	IS1040	4	0	0	0		1	0.0	0.0		0	7002	0	0	0	0	GO(0)	CHASE(7004)
7005	1	IS1010	4	0	0	0		1	0.0	0.0		0	7003	0	0	0	0	GO(0)	CHASE(7005)
7006	1	IS000	4	0	0	0		1	0.0	0.0		0	7006	0	0	0	0	GO(0)	CHASE(7006)
7007	1	IS120	4	0	0	0		1	0.0	0.0		0	7007	4	0	0	0	GO(0)	CHASE(7007)
7008	1	IS1010	4	0	0	0		1	0.0	0.0		0	7008	0	0	0	0	GO(0)	CHASE(7008)
7009	1	IS120	4	0	0	0		1	0.0	0.0		0	7009	0	0	0	0	GO(0)	CHASE(7009)
7010	1	IS1200	4	0	0	0		1	0.0	0.0		0	7010	0	0	0	0	GO(0)	CHASE(7010)
7011	1	IS1211	4	0	0	0		1	0.0	0.0		0	7011	4	0	0	0	GO(0)	CHASE(7011)
7012	1	IS1200	4	0	0	0		1	0.0	0.0		0	7012	0	0	0	0	GO(0)	CHASE(7012)
7013	1	IS120	4	0	0	0		1	0.0	0.0		0	7013	0	0	0	0	GO(0)	CHASE(7013)
7014	1	IS1200	4	0	0	0		1	0.0	0.0		0	7014	0	0	0	0	GO(0)	CHASE(7014)
7015	1	IS161	4	0	0	0		1	0.0	0.0		0	7015	0	0	0	0	GO(0)	CHASE(7015)
7016	1	IS1211	4	0	0	0		1	0.0	0.0		0	7016	4	0	0	0	GO(0)	CHASE(7016)
7017	1	IS1040	4	0	0	0		1	0.0	0.0		0	7017	0	0	0	0	GO(0)	CHASE(7017)
7018	1	IB010	4	0	0	0		1	0.0	0.0		0	7018	0	0	0	0	GO(0)	CHASE(7018)
7019	1	I_STR1_1	4	0	0	0		1	0.0	0.0		0	7019	0	0	0	0	GO(0)	CHASE(7019)
7020	1	IS1200	4	0	0	0		1	0.0	0.0		0	7020	0	0	0	0	GO(0)	CHASE(7020)
7021	1	IS1211	4	0	0	0		1	0.0	0.0		0	7021	4	0	0	0	GO(0)	CHASE(7021)
7022	1	IS1040	4	0	0	0		1	0.0	0.0		0	7022	0	0	0	0	GO(0)	CHASE(7022)
7023	1	IS120	4	0	0	0		1	0.0	0.0		0	7023	0	0	0	0	GO(0)	CHASE(7023)
7024	1	IS120	4	0	0	0		1	0.0	0.0		0	7024	0	0	0	0	GO(0)	CHASE(7024)
7025	1	ICON_Collect_Treasure_034_000	4	0	0	0		1	0.0	0.0		0	1	0	0	0	0	GO(0)	CHASE(7025)
7101	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7101)	CHASE(7101)
7102	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7102)	CHASE(7102)
7103	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7103)	CHASE(7103)
7104	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7104)	CHASE(7104)
7105	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7105)	CHASE(7105)
7111	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7111)	CHASE(7111)
7112	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7112)	CHASE(7112)
7113	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7113)	CHASE(7113)
7114	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7114)	CHASE(7114)
7115	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	2	64	0	0	RANGE(7115)	CHASE(7115)
7121	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	16	0	0	RANGE(7121)	CHASE(7121)
7122	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	16	0	0	RANGE(7122)	CHASE(7122)
7123	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	16	0	0	RANGE(7123)	CHASE(7123)
7124	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	16	0	0	RANGE(7124)	CHASE(7124)
7125	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7125)	CHASE(7125)
7130	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7130)	CHASE(7130)
7131	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7131)	CHASE(7131)
7132	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7132)	CHASE(7132)
7133	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7133)	CHASE(7133)
7134	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7134)	CHASE(7134)
7135	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7135)	CHASE(7135)
7136	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7136)	CHASE(7136)
7140	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7140)	CHASE(7140)
7141	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7141)	CHASE(7141)
7142	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7142)	CHASE(7142)
7143	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7143)	CHASE(7143)
7144	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7144)	CHASE(7144)
7150	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7150)	CHASE(7150)
7151	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7151)	CHASE(7151)
7152	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7152)	CHASE(7152)
7153	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7153)	CHASE(7153)
7154	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7154)	CHASE(7154)
7160	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7160)	CHASE(7160)
7161	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7161)	CHASE(7161)
7162	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7162)	CHASE(7162)
7163	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7163)	CHASE(7163)
7164	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7164)	CHASE(7164)
7170	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7170)	CHASE(7170)
7171	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7171)	CHASE(7171)
7172	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7172)	CHASE(7172)
7173	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7173)	CHASE(7173)
7174	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7174)	CHASE(7174)
7180	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7180)	CHASE(7180)
7181	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7181)	CHASE(7181)
